Student,Advisor
"Antonios Deligiannakis","Nick Roussopoulos"
"Peter Bailey","Nick Craswell"
"Minmin Chen","Yixin Chen"
"Marijn Koolen","Shlomo Geva"
"Willi Klösgen","Ronen Feldman"
"Antonella Guzzo","Giuseppe Manco"
"Ziyu Guan","Chun Chen"
"Yizhou Wang","Wen Gao"
"Rongrong Ji","Wen Gao"
"Stephen D. Scott","Sally A. Goldman"
"David M. Pennock","Lyle H. Ungar"
"Maxime Lhuillier","Long Quan"
"Feng Li","Jingyi Yu"
"Ziyu Guan","Jiajun Bu"
"Amit Singhal","Chris Buckley"
"Marijn Koolen","Andrew Trotman"
"S. Seshadri","Abraham Silberschatz"
"Nathalie Japkowicz","Stan Matwin"
"Animashree Anandkumar","Daniel Hsu"
"Andrzej Cichocki","Shun-ichi Amari"
"Kevin Y. Yip","Michael K. Ng"
"David J. Crandall","Daniel P. Huttenlocher"
"Mihajlo Grbovic","Slobodan Vucetic"
"Patrice Bellot","Ralf Schenkel"
"Zhe Lin 0001","Jianchao Yang"
"Patrice Bellot","Falk Scholer"
"J. Shane Culpepper","Falk Scholer"
"Michalis Petropoulos","Yannis Papakonstantinou"
"Yang Zhang","Xue Li"
"Jinze Liu","Qi Zhang"
"Robert Villa","Paul D. Clough"
"Takeshi Yamada","Kazumi Saito"
"Fuxin Li","Guy Lebanon"
"Jin Yu","David Suter"
"Jesse Davis","David Page"
"Ameet Talwalkar","Sanjiv Kumar"
"Antonio Criminisi","Andrew Blake 0001"
"See-Kiong Ng","Xiaoli Li"
"Anastasios Kementsietsidis","Renée J. Miller"
"Antonio Criminisi","John M. Winn"
"P. Jonathon Phillips","Bruce A. Draper"
"Xi Li","Zhongfei Zhang"
"Scott Cohen","Zhe Lin 0001"
"Christos Doulkeridis","Kjetil Nørvåg"
"Sewoong Oh","Devavrat Shah"
"Yudong Chen","Constantine Caramanis"
"Chen Wang","Baile Shi"
"Yudong Chen","Sujay Sanghavi"
"Sridha Sridharan","Simon Lucey"
"Yunyao Li","Shivakumar Vaithyanathan"
"Victor Vianu","Richard Hull"
"Prem Melville","Richard D. Lawrence"
"Badrish Chandramouli","Jun Yang 0001"
"Sridha Sridharan","Iain A. Matthews"
"Matthieu Geist","Bruno Scherrer"
"Kevin Y. Yip","Sau Dan Lee"
"Dong Huang","Jian-Huang Lai"
"Hinrich Schütze","Jan O. Pedersen"
"Efim B. Kinber","Carl H. Smith"
"Hayit Greenspan","Rodney M. Goodman"
"Michael Stark 0003","Peter V. Gehler"
"Yuan (Alan) Qi","Thomas P. Minka"
"Yunyao Li","Rajasekar Krishnamurthy"
"Henrik Grosskreutz","Mario Boley"
"Alexandre d'Aspremont","Laurent El Ghaoui"
"Mihai Lupu","Allan Hanbury"
"Roman Garnett","Stephen J. Roberts"
"Xiaofei He","Jiawei Han"
"Shai Shalev-Shwartz","Yoram Singer"
"Ji-Rong Wen","Wei-Ying Ma"
"Xiaokui Xiao","Yufei Tao"
"Suvrit Sra","Inderjit S. Dhillon"
"Panayiotis Tsaparas","Aristides Gionis"
"Berkant Barla Cambazoglu","Ricardo A. Baeza-Yates"
"Tianbao Yang","Shenghuo Zhu"
"AnHai Doan","Alon Y. Halevy"
"Murat Kantarcioglu","Chris Clifton"
"Amr Ahmed","Eric P. Xing"
"Hannu Toivonen","Heikki Mannila"
"Alexei A. Efros","Martial Hebert"
"Li Guo","Xingquan Zhu"
"Li Guo","Peng Wang"
"Wenfei Fan","Jianzhong Li"
"Martin J. Wainwright","Michael I. Jordan"
"Arthur Gretton","Bernhard Schölkopf"
"Antonio Torralba","William T. Freeman"
"Jayavel Shanmugasundaram","Johannes Gehrke"
"Xiaoli Li","Bing Liu 0001"
"Kuiyu Chang","Ee-Peng Lim"
"Sameer Agarwal","Serge J. Belongie"
"Tim Kraska","Donald Kossmann"
"Lizhu Zhou","Guoliang Li"
"Massih-Reza Amini","Patrick Gallinari"
"Brian Gallagher","Jennifer Neville"
"Evangelos Kanoulas","Javed A. Aslam"
"Antoni B. Chan","Gert R. G. Lanckriet"
"Evangelos Kanoulas","Emine Yilmaz"
"Vladimir Kolmogorov","Andrew Blake 0001"
"Jianmin Wang 0001","Philip S. Yu"
"Wen Jin","Jiawei Han"
"Chen Chen","Jiawei Han"
"Mohammad M. Masud","Charu C. Aggarwal"
"Weiguo Fan","Qiang Yang 0001"
"Le Song","Alexander J. Smola"
"Michael Collins","Trevor Darrell"
"Gregory Shakhnarovich","Trevor Darrell"
"Yin Yang","Marianne Winslett"
"Martin Theobald","Gerhard Weikum"
"Ting Liu","Andrew W. Moore 0001"
"M. Pawan Kumar","Daphne Koller"
"Michael S. Lewicki","Terrence J. Sejnowski"
"Motoaki Kawanabe","Masashi Sugiyama"
"Wen Jin","Martin Ester"
"Julien Mairal","Jean Ponce"
"Daniel Tarlow","Richard S. Zemel"
"Shichao Zhang","Chengqi Zhang"
"Bo Chen","Wai Lam"
"Adriano Veloso","Mohammed Javeed Zaki"
"Mikhail Bilenko","Raymond J. Mooney"
"Charles Kemp","Joshua B. Tenenbaum"
"Anitha Kannan","Brendan J. Frey"
"Ko Nishino","Katsushi Ikeuchi"
"Weizhu Chen","Gang Wang"
"Matthew Lease","Emine Yilmaz"
"Salvatore Ruggieri","Dino Pedreschi"
"Xiang Bai","Zhuowen Tu"
"Danai Koutra","U. Kang"
"Murat Dundar","Glenn Fung"
"Taneli Mielikäinen","Panayiotis Tsaparas"
"Novi Quadrianto","Tibério S. Caetano"
"Sai Wu","Lidan Shou"
"Ross B. Girshick","Pedro F. Felzenszwalb"
"Chun-Nan Hsu","Craig A. Knoblock"
"Bo Chen","Tak-Lam Wong"
"Peng Zhang","Xingquan Zhu"
"Wei Fan","Philip S. Yu"
"Nikunj C. Oza","Jiawei Han"
"Ashok N. Srivastava","Jiawei Han"
"Deepayan Chakrabarti","Christos Faloutsos"
"Kun Zhang","Bernhard Schölkopf"
"Jialu Liu","Charu C. Aggarwal"
"Yi Liu","Rong Jin"
"Zheng Wang","Wei Fan"
"Cheng Soon Ong","Alexander J. Smola"
"Hai Jin","Shuicheng Yan"
"Changsheng Xu","Shuicheng Yan"
"Ira Cohen","Thomas S. Huang"
"Zhongzhi Shi","Hui Xiong"
"Noah A. Smith","Eric P. Xing"
"Zhenguo Li","Xiaoou Tang"
"Chen Change Loy","Xiaoou Tang"
"Aleksandar Lazarevic","Vipin Kumar"
"Bo Wang","Jie Tang"
"Tengjiao Wang","Jeffrey Xu Yu"
"Kai Puolamäki","Heikki Mannila"
"Daniel Kifer","Johannes Gehrke"
"Alin Dobra","Johannes Gehrke"
"Helmut Grabner","Luc J. Van Gool"
"Zhiyuan Chen","Bing Liu 0001"
"Zaiqing Nie","Wei-Ying Ma"
"Rui Cai","Wei-Ying Ma"
"Umar Syed","Robert E. Schapire"
"Cynthia Rudin","Robert E. Schapire"
"Lars Backstrom","Jure Leskovec"
"Deepak S. Turaga","Jing Gao"
"Zheng Wang","Changshui Zhang"
"Antoine Doucet","Mark Sanderson"
"Koray Kavukcuoglu","Yann LeCun"
"Wei Sun 0002","Clement T. Yu"
"Zhao Xu","Volker Tresp"
"Linda G. Shapiro","Thomas G. Dietterich"
"Nilesh N. Dalvi","Ravi Kumar"
"Lars Backstrom","Ravi Kumar"
"Qingxiong Yang","Narendra Ahuja"
"Changsheng Xu","Narendra Ahuja"
"Chen Change Loy","Xiaogang Wang"
"Daniel Lowd","Pedro M. Domingos"
"Senjuti Basu Roy","Gautam Das"
"Gábor Lugosi","Nicolò Cesa-Bianchi"
"Martin Szummer","Tommi S. Jaakkola"
"Cheng Soon Ong","Joachim M. Buhmann"
"Richard Socher","Fei-Fei Li"
"Nilesh N. Dalvi","Dan Suciu"
"Umar Syed","Mehryar Mohri"
"Rodney J. Douglas","Christof Koch"
"Karsten Steinhaeuser","Nitesh V. Chawla"
"XuanLong Nguyen","Martin J. Wainwright"
"Henning Müller","Justin Zobel"
"Mu Li","James T. Kwok"
"Zhihai Wang","Geoffrey I. Webb"
"Anish Das Sarma","Alon Y. Halevy"
"Harikrishna Narasimhan","Prateek Jain 0002"
"Yasuko Matsubara","Lei Li"
"Zhiguo Gong","Guoliang Li"
"Manik Varma","S. V. N. Vishwanathan"
"Shahram Izadi","Pushmeet Kohli"
"K. Selçuk Candan","Divyakant Agrawal"
"Xiang Ren","Yizhou Sun"
"Dawei Yin","Yi Chang"
"Hao Wang","Wei Ding 0003"
"Yu-Wing Tai","Stephen Lin"
"Jonathan Brandt","Gang Hua"
"Bo Wang","Zhuowen Tu"
"Georges Dupret","Nick Craswell"
"Le Lu","Jinbo Bi"
"Zheng Wang","Yangqiu Song"
"Gabriella Kazai","Shlomo Geva"
"Michalis K. Titsias","Neil D. Lawrence"
"Henning Müller","Gareth J. F. Jones"
"Shlomo Argamon","Ophir Frieder"
"Yu Zheng","Xing Xie"
"Jialu Liu","Quanquan Gu"
"Nicholas Jing Yuan","Yu Zheng"
"Kai Puolamäki","Samuel Kaski"
"Kai-Wei Chang","S. Sathiya Keerthi"
"Zhenguo Li","Jianzhuang Liu"
"Antoine Doucet","Falk Scholer"
"Patrick Lucey","Yisong Yue"
"Xiang Ren","Xiao Yu"
"Ayellet Tal","Lihi Zelnik-Manor"
"Yunming Ye","Graham J. Williams"
"Panagiotis Papapetrou","George Kollios"
"Jie Liu","Suman Nath"
"Ohad Ben-Shahar","Steven W. Zucker"
"Alexandre Bouchard-Côté","Dan Klein"
"Panagiotis Papapetrou","Vassilis Athitsos"
"Kevin Swersky","Ilya Sutskever"
"Chen Change Loy","Tao Xiang"
"Yijun Sun","Li Wang"
"Kevin Swersky","Daniel Tarlow"
"Arun Sharma","John Case"
"Chuan Shi","Bai Wang"
"Qing Yang","Bahram Parvin"
"Gustavo E. A. P. A. Batista","Thanawin Rakthanmanon"
"Marco Gori","Paolo Frasconi"
"Jakob H. Macke","Matthias Bethge"
"Ayellet Tal","Ilan Shimshoni"
"Hugo Larochelle","Yoshua Bengio"
"Prateek Jain 0002","Inderjit S. Dhillon"
"Thomas Neumann 0001","Gerhard Weikum"
"John C. Duchi","Yoram Singer"
"Lihi Zelnik-Manor","Pietro Perona"
"Svetlana Lazebnik","Cordelia Schmid"
"De-Nian Yang","Wang-Chien Lee"
"Yi Fang","Luo Si"
"Svetlana Lazebnik","Jean Ponce"
"Huzefa Rangwala","Carlotta Domeniconi"
"George Kollios","Stan Sclaroff"
"Aurelie C. Lozano","Naoki Abe"
"Wouter Weerkamp","Krisztian Balog"
"Dahua Lin","John W. Fisher III"
"Shipeng Yu","Hans-Peter Kriegel"
"Yangqiu Song","Changshui Zhang"
"Karthik Sridharan","Ohad Shamir"
"Koby Crammer","Yoram Singer"
"Hwanjo Yu","Jiawei Han"
"Victor Lavrenko","W. Bruce Croft"
"Daniel J. Abadi","Michael Stonebraker"
"Christian S. Jensen","Richard T. Snodgrass"
"Piotr Dollár","Pietro Perona"
"Jing Jiang","Ee-Peng Lim"
"Yoelle Maarek","Ricardo A. Baeza-Yates"
"Simon Lucey","Tsuhan Chen"
"Wagner Meira Jr.","Mohammed Javeed Zaki"
"Leonid Sigal","Michael J. Black"
"Mario Fritz","Bernt Schiele"
"Joelle Pineau","Doina Precup"
"Rómer Rosales","Stan Sclaroff"
"Philip Bohannon","Rajeev Rastogi"
"Sujay Sanghavi","Huan Xu"
"Richard D. Lawrence","Saharon Rosset"
"Shantanu Godbole","Soumen Chakrabarti"
"Elad Yom-Tov","David Carmel"
"Bruno Scherrer","Mohammad Ghavamzadeh"
"Yi Yang","Alexander G. Hauptmann"
"Gunhee Kim","Leonid Sigal"
"Kamalika Chaudhuri","Daniel Hsu"
"Victor Lavrenko","R. Manmatha"
"Philip Bohannon","Henry F. Korth"
"Xiaoming Jin","Yuchang Lu"
"Sujay Sanghavi","Constantine Caramanis"
"Jamie Shotton","Antonio Criminisi"
"Pang-Ning Tan","Vipin Kumar"
"S. V. N. Vishwanathan","Alexander J. Smola"
"Dong Xu","Shuicheng Yan"
"Gunnar Rätsch","Manfred K. Warmuth"
"Michail Vlachos","Dimitrios Gunopulos"
"Devi Parikh","Tsuhan Chen"
"Maria-Florina Balcan","Avrim Blum"
"Carlotta Domeniconi","Dimitrios Gunopulos"
"Yong Yu","Qiang Yang 0001"
"Jun Yan","Qiang Yang 0001"
"Rong Ge","Martin Ester"
"Guy Lebanon","John D. Lafferty"
"Gal Chechik","Naftali Tishby"
"Mark D. Smucker","Charles L. A. Clarke"
"Doina Precup","Richard S. Sutton"
"Yang Yang","Nitesh V. Chawla"
"Bianca Zadrozny","Naoki Abe"
"Kazumi Saito","Naonori Ueda"
"Pedro F. Felzenszwalb","Daniel P. Huttenlocher"
"Pradeep D. Ravikumar","Inderjit S. Dhillon"
"Haixun Wang","Philip S. Yu"
"Shenghuo Zhu","Rong Jin"
"Benjamin C. M. Fung","Philip S. Yu"
"Hongning Wang","Jiawei Han"
"Feng Liang","Jiawei Han"
"Kui Yu","Jian Pei"
"Yang Zhou","Rong Jin"
"Feng Liang","Wei Fan"
"Karsten M. Borgwardt","Alexander J. Smola"
"Hong-Jiang Zhang","Shuicheng Yan"
"Paolo Frasconi","Yoshua Bengio"
"Paolo Terenziani","Richard T. Snodgrass"
"Sihem Amer-Yahia","Divesh Srivastava"
"Praveen Seshadri","Divesh Srivastava"
"Xiuzhen Zhang","Kotagiri Ramamohanarao"
"Chris Buckley","Gerard Salton"
"Shahram Ghandeharizadeh","David J. DeWitt"
"Yang Li","Xifeng Yan"
"AnHai Doan","Raghu Ramakrishnan"
"Wee Keong Ng","Ee-Peng Lim"
"AnHai Doan","Jeffrey F. Naughton"
"Yi-Cheng Chen","Wang-Chien Lee"
"Jing Li","Nikos Mamoulis"
"Kunal Punera","Ravi Kumar"
"Wei Wei","Longbing Cao"
"Wu-Jun Li","Dit-Yan Yeung"
"Derek Hoiem","David A. Forsyth"
"Nivio Ziviani","Ricardo A. Baeza-Yates"
"Andrea Tagarelli","Carlotta Domeniconi"
"Kohei Hayashi","Hisashi Kashima"
"Yoshinobu Kawahara","Takashi Washio"
"Erhard Rahm","Philip A. Bernstein"
"Yanjun Qi","Jason Weston"
"Lu Qin","Hong Cheng"
"Murat Kantarcioglu","Bhavani M. Thuraisingham"
"Qing Wang","Peter Christen"
"Alekh Agarwal","Martin J. Wainwright"
"Karsten M. Borgwardt","Arthur Gretton"
"Zhifeng Bao","Guoliang Li"
"Sandeep Pandey","Deepak Agarwal"
"Liu Yang","Rahul Sukthankar"
"Zohar Shay Karnin","Elad Hazan"
"Hardy Kremer","Bernhard Pfahringer"
"Sen Wang","Dimitris Samaras"
"Bingsheng He","Jianliang Xu"
"Arif Ghafoor","P. Bruce Berra"
"Hongning Wang","Yang Song"
"Gianluigi Greco","Giuseppe Manco"
"Ling Chen","Bin Cui"
"Jeffrey Ho","Baba C. Vemuri"
"Mykhaylo Andriluka","Stefan Roth"
"Rainer Gemulla","Peter J. Haas"
"Hardy Kremer","Albert Bifet"
"Praveen Seshadri","S. Sudarshan 0001"
"Wu-Jun Li","Zhihua Zhang"
"Taiji Suzuki","Ryota Tomioka"
"Vasilis Vassalos","Yannis Papakonstantinou"
"Graham W. Taylor","Christoph Bregler"
"Genevieve B. Orr","Todd K. Leen"
"Joost van de Weijer","Theo Gevers"
"Yanjun Qi","Ronan Collobert"
"Krystian Mikolajczyk","Josef Kittler"
"Kohei Hayashi","Ryohei Fujimaki"
"Marius Kloft","Ulf Brefeld"
"Kamalakar Karlapalem","Qing Li"
"Petros Drineas","Malik Magdon-Ismail"
"Wei Shen","Xiang Bai"
"Arnd Christian König","Venkatesh Ganti"
"Gang Chen","Sai Wu"
"Ye Chen","Dmitry Pavlov"
"Renaud Keriven","Olivier D. Faugeras"
"Graham Cormode","Divesh Srivastava"
"Dan Klein","Michael I. Jordan"
"Baile Shi","Jian Pei"
"Liang Lin","Shuicheng Yan"
"Nicu Sebe","Thomas S. Huang"
"Dingding Wang","Chris H. Q. Ding"
"Daniel A. Keim","Hans-Peter Kriegel"
"Yiping Ke","Jeffrey Xu Yu"
"Charalampos E. Tsourakakis","Aristides Gionis"
"Manuel Gomez-Rodriguez","Jure Leskovec"
"Yuhong Guo","Dale Schuurmans"
"Xiang Wang","Fei Wang 0001"
"Sudipto Guha","Nick Koudas"
"Dingding Wang","Shenghuo Zhu"
"David Silver","Richard S. Sutton"
"Hongbo Deng","Michael R. Lyu"
"Zhaohui Zheng","Olivier Chapelle"
"Hongbo Deng","Irwin King"
"Jinhui Tang","Xian-Sheng Hua"
"Zhe Lin 0001","Gang Hua"
"Xiang Wang","Jun Wang"
"Rong Yan","Alexander G. Hauptmann"
"Hengshu Zhu","Qi Liu"
"Ke Zhou","Gui-Rong Xue"
"Jinhui Tang","Yong Rui"
"Jiangtao Ren","Jing Peng"
"Xiaohui Yu","Xiangji Huang"
"Yaoliang Yu","Xinhua Zhang"
"Suman Nath","Phillip B. Gibbons"
"Martin Zinkevich","Michael H. Bowling"
"Marios Hadjieleftheriou","George Kollios"
"Gultekin Özsoyoglu","Z. Meral Özsoyoglu"
"Ming-Syan Chen","Philip S. Yu"
"Feida Zhu","Jiawei Han"
"Dengyong Zhou","Bernhard Schölkopf"
"Ralf Schenkel","Gerhard Weikum"
"Simon Baker","Takeo Kanade"
"Jacob Abernethy","Peter L. Bartlett"
"Jean-Philippe Vert","Francis R. Bach"
"Feida Zhu","Xifeng Yan"
"Tamir Hazan","Marc Pollefeys"
"Feida Zhu","Ee-Peng Lim"
"Ralf Schenkel","Jaap Kamps"
"Nicolas Usunier","Patrick Gallinari"
"Guo-Jun Qi","Yong Rui"
"Carlos Castillo","Francesco Bonchi"
"Cristian Sminchisescu","Dimitris N. Metaxas"
"Stefan Roth","Michael J. Black"
"Stefan Roth","Bernt Schiele"
"Jianyong Wang","Jiawei Han"
"Qiaozhu Mei","ChengXiang Zhai"
"Leman Akoglu","Hanghang Tong"
"Yizhou Sun","Jing Gao"
"Arthur Gretton","Alexander J. Smola"
"Thomas L. Griffiths","Joshua B. Tenenbaum"
"Jun Zhang","Philip S. Yu"
"Bai Wang","Philip S. Yu"
"Bhavani M. Thuraisingham","Jiawei Han"
"Guozhu Dong","Jiawei Han"
"Qi Li","Jiawei Han"
"Shiqiang Yang","Christos Faloutsos"
"Emily B. Fox","Michael I. Jordan"
"Chen Wang","Jian Pei"
"Steven C. H. Hoi","Rong Jin"
"Tibério S. Caetano","Alexander J. Smola"
"Qing He","Hui Xiong"
"Carl Edward Rasmussen","Zoubin Ghahramani"
"Kaiming He","Xiaoou Tang"
"Zhenjie Zhang","Marianne Winslett"
"Odalric-Ambrym Maillard","Shie Mannor"
"Mark Herbster","Manfred K. Warmuth"
"Joachim Hammer","Hector Garcia-Molina"
"Xuanhui Wang","ChengXiang Zhai"
"Michael C. Burl","Padhraic Smyth"
"Shixia Liu","Haixun Wang"
"Iasonas Kokkinos","Alan L. Yuille"
"Srujana Merugu","Inderjit S. Dhillon"
"Jing Xiao","Takeo Kanade"
"Bin Gao","Wei-Ying Ma"
"Nan Li","Xifeng Yan"
"Kuiyu Chang","Steven C. H. Hoi"
"Andrea Vedaldi","Stefano Soatto"
"Bin Gao","Hang Li"
"Alexander C. Berg","Jitendra Malik"
"Thomas Brox","Jitendra Malik"
"Sihong Xie","Jing Gao"
"Marshall F. Tappen","William T. Freeman"
"Rongrong Ji","Shih-Fu Chang"
"Gang Hua","Ying Wu"
"Evangelos Kanoulas","Mark Sanderson"
"Hideo Joho","Mark Sanderson"
"Léon Bottou","Yann LeCun"
"Matthias Renz","Nikos Mamoulis"
"Ting Wang","Ling Liu"
"Rongrong Ji","Wei Liu"
"Dana Ron","Naftali Tishby"
"Jussi Karlgren","Charles L. A. Clarke"
"Iain Murray","Ruslan Salakhutdinov"
"Yanyan Lan","Tie-Yan Liu"
"Srinivasa G. Narasimhan","Shree K. Nayar"
"Xuming He","Richard S. Zemel"
"Amir Globerson","Tommi S. Jaakkola"
"Ryota Tomioka","Hisashi Kashima"
"Dhruv Batra","Tsuhan Chen"
"HongJiang Zhang","Stan Z. Li"
"Aditya Krishna Menon","Sanjay Chawla"
"Prem Melville","Raymond J. Mooney"
"Jingren Zhou","Kenneth A. Ross"
"Dana Ron","Michael J. Kearns"
"Fei Sha","Lawrence K. Saul"
"Sriraam Natarajan","Jude W. Shavlik"
"Dijun Luo","Feiping Nie"
"Stefan Manegold","Dennis Shasha"
"Arthur Zimek","Christian Böhm"
"Eric Lo","Donald Kossmann"
"Albrecht Zimmermann","Luc De Raedt"
"Ruihua Song","Tetsuya Sakai"
"Sameer Agarwal","David J. Kriegman"
"Srikumar Ramalingam","Philip H. S. Torr"
"Prem Melville","Foster J. Provost"
"Reynold Cheng","Ben Kao"
"Eric Lo","Ben Kao"
"Karthik Sridharan","Ambuj Tewari"
"Quan Yuan","Aixin Sun"
"Sriraam Natarajan","Prasad Tadepalli"
"Jun Zhang","Xiaokui Xiao"
"Jingren Zhou","Wolfgang Lehner"
"Risi Kondor","Tony Jebara"
"Eric Lo","Man Lung Yiu"
"Wojciech Kotlowski","Eyke Hüllermeier"
"Emily B. Fox","Alan S. Willsky"
"Yi Sun","Jürgen Schmidhuber"
"Jun Zhang","Jianmin Wang 0001"
"Ming Zhou","Jian-Yun Nie"
"Lorenzo Rosasco","Tomaso A. Poggio"
"Ricardo Vilalta","Sheng Ma"
"Yuefeng Li","Ning Zhong"
"Juergen Gall","Hans-Peter Seidel"
"Dhruv Batra","Devi Parikh"
"David A. Grossman","David D. Lewis"
"Vikas C. Raykar","Shipeng Yu"
"Matthias Renz","Peer Kröger"
"Hongbin Zha","Jingdong Wang"
"Robert Gwadera","Fabio Crestani"
"Peter N. Belhumeur","David W. Jacobs"
"Mykola Pechenizkiy","Toon Calders"
"Kaushik Chakrabarti","Sharad Mehrotra"
"Animashree Anandkumar","Sham Kakade"
"Vivekanand Gopalkrishnan","Wee Keong Ng"
"Siwei Lyu","Eero P. Simoncelli"
"Olivier Verscheure","Kun Zhang"
"Jian Yang","Jue Wang"
"Olivier Verscheure","Jing Peng"
"Michael C. Burl","Usama M. Fayyad"
"Vladan Radosavljevic","Slobodan Vucetic"
"Jingren Zhou","Nicolas Bruno"
"James W. Davis","Aaron F. Bobick"
"Evangelos Kanoulas","Paul D. Clough"
"Yuchen Zhang","John C. Duchi"
"Kyriakos Mouratidis","HweeHwa Pang"
"Slobodan Ilic","Edmond Boyer"
"Srikumar Ramalingam","Peter F. Sturm"
"Peter M. Roth","Christian Leistner"
"Partha Pratim Talukdar","Fernando C. N. Pereira"
"Ricardo Vilalta","Christoph F. Eick"
"Yuchen Zhang","Weizhu Chen"
"Aristides Gionis","Heikki Mannila"
"Hisashi Kashima","Masashi Sugiyama"
"Ping Luo","Hui Xiong"
"Vittorio Ferrari","Luc J. Van Gool"
"Gunnar Rätsch","Bernhard Schölkopf"
"Alexander Rakhlin","Peter L. Bartlett"
"Tova Milo","Serge Abiteboul"
"Ian Davidson","Wei Fan"
"Yong Rui","Thomas S. Huang"
"Wagner Meira Jr.","Srinivasan Parthasarathy"
"Omar Alonso","Jaap Kamps"
"Daniel Hsu","Sham M. Kakade"
"Daniel Hsu","Sham Kakade"
"Quanquan Gu","Jie Zhou"
"Bernhard Seeger","Hans-Peter Kriegel"
"Marc'Aurelio Ranzato","Geoffrey E. Hinton"
"Cong Yu","H. V. Jagadish"
"Indrajit Bhattacharya","Lise Getoor"
"Marc'Aurelio Ranzato","Yann LeCun"
"Lijun Zhang 0005","Xiaofei He"
"Volker Roth","Joachim M. Buhmann"
"Christopher Ré","Dan Suciu"
"Dong Xin","Hong Cheng"
"Xinhua Zhang","S. V. N. Vishwanathan"
"Stella X. Yu","Jianbo Shi"
"Aurelie C. Lozano","Yan Liu 0002"
"Christopher Ré","Magdalena Balazinska"
"Henry F. Korth","Abraham Silberschatz"
"ErHeng Zhong","Jing Peng"
"Jimeng Sun","Christos Faloutsos"
"Wei Wang 0010","Philip S. Yu"
"Tie-Yan Liu","Wei-Ying Ma"
"Jian-Huang Lai","Philip S. Yu"
"Shichao Zhang","Xindong Wu"
"Ying Chen","Zheng Chen"
"Weizhu Chen","Haixun Wang"
"Venkatesh Ganti","Johannes Gehrke"
"Anitha Kannan","Rakesh Agrawal"
"Ondrej Chum","Andrew Zisserman"
"Shahar Mendelson","Peter L. Bartlett"
"Sai Wu","Kian-Lee Tan"
"Francesc Moreno-Noguer","Pascal Fua"
"Gustavo Carneiro","Nuno Vasconcelos"
"Weiguo Fan","Wei-Ying Ma"
"Tao Qin","Wei-Ying Ma"
"Venkatesh Ganti","Raghu Ramakrishnan"
"Kevin S. Beyer","Raghu Ramakrishnan"
"Haibin Cheng","Jing Gao"
"Martin Theobald","Mark Sanderson"
"Jianhua Feng","Jianyong Wang"
"Jianliang Xu","Wang-Chien Lee"
"Ali Ghodsi","Joseph M. Hellerstein"
"Sébastien Bubeck","Rémi Munos"
"Jun Wang 0006","Wei Liu"
"Aditya G. Parameswaran","Jennifer Widom"
"Tamara L. Berg","David A. Forsyth"
"Taneli Mielikäinen","Gautam Das"
"Frank Wood","Yee Whye Teh"
"Juliana Freire","Dennis Shasha"
"Yi Zhang 0001","James P. Callan"
"Weiguo Fan","Edward A. Fox"
"Anitha Kannan","Nebojsa Jojic"
"Sai Wu","Jianzhong Li"
"Julien Mairal","Guillermo Sapiro"
"Ross B. Girshick","David A. McAllester"
"Duen Horng Chau","Tina Eliassi-Rad"
"Anat Levin","Amnon Shashua"
"Konrad Schindler","Stefan Roth"
"Kevin S. Beyer","Peter J. Haas"
"Bo Chen","Ivor W. Tsang"
"Matthew Lease","Omar Alonso"
"Chao Zhang","Lidan Shou"
"Subhransu Maji","Andrea Vedaldi"
"Gustavo Carneiro","Allan D. Jepson"
"Jayant Madhavan","Zachary G. Ives"
"Martin Theobald","Falk Scholer"
"Julien Mairal","Zaïd Harchaoui"
"Lorenzo Torresani","Christoph Bregler"
"Jun Wang 0006","Sanjiv Kumar"
"Ion Stoica","Sameer Agarwal"
"Éric Gaussier","Massih-Reza Amini"
"Venkatesh Ganti","Kaushik Chakrabarti"
"Danai Koutra","Brian Gallagher"
"Hua-Jun Zeng","Yuchang Lu"
"Mikhail Bilenko","Sugato Basu"
"Alan J. Demers","Mirek Riedewald"
"Xiangyang Xue","Bin Li"
"Samuel Madden","Joseph M. Hellerstein"
"Ohad Shamir","Shai Shalev-Shwartz"
"Peilin Zhao","Rong Jin"
"Ning Liu","Qiang Yang 0001"
"Yun Fu","Thomas S. Huang"
"Fei Wang 0001","Tao Li"
"Karsten M. Borgwardt","Hans-Peter Kriegel"
"Ruslan Salakhutdinov","Geoffrey E. Hinton"
"Panayiotis Tsaparas","Heikki Mannila"
"S. Sudarshan 0001","Raghu Ramakrishnan"
"Filip Radlinski","Thorsten Joachims"
"Vagelis Hristidis","Gautam Das"
"Meng Wang","Tat-Seng Chua"
"Xi Chen","Jaime G. Carbonell"
"Qi Liu","Yong Ge"
"Howard J. Hamilton","Nick Cercone"
"Ambuj Tewari","Peter L. Bartlett"
"Lei Zhang 0001","Wei-Ying Ma"
"Longbing Cao","Philip S. Yu"
"Qiaozhu Mei","Jiawei Han"
"Jure Leskovec","Christos Faloutsos"
"Wenjie Zhang","Jian Pei"
"Yi-Dong Shen","Qiang Yang 0001"
"Christian Böhm","Hans-Peter Kriegel"
"Wei Chu","Zoubin Ghahramani"
"Xuemin Lin","Jeffrey Xu Yu"
"Zaïd Harchaoui","Francis R. Bach"
"Hailin Jin","Stefano Soatto"
"Xiaojin Zhu","John D. Lafferty"
"Mark D. Smucker","James Allan"
"Xin Jin","Gautam Das"
"Daniela Florescu","Dan Suciu"
"Chengkai Li","Kevin Chen-Chuan Chang"
